0.0000 100.0000 -100.0000
-12.5265 100.0000 -99.2123
-24.8649 100.0000 -96.8594
-36.8110 100.0000 -92.9782
-48.1680 100.0000 -87.6347
-58.7739 100.0000 -80.9051
-68.4525 100.0000 -72.8990
-77.0511 100.0000 -63.7427
-84.4289 100.0000 -53.5888
-90.4807 100.0000 -42.5821
-95.1051 100.0000 -30.9035
-98.2271 100.0000 -18.7468
-99.8023 100.0000 -6.2852
-99.8029 100.0000 6.2756
-98.2289 100.0000 18.7374
-95.1080 100.0000 30.8944
-90.4848 100.0000 42.5734
-84.4340 100.0000 53.5807
-77.0572 100.0000 63.7353
-68.4595 100.0000 72.8924
-58.7816 100.0000 80.8995
-48.1764 100.0000 87.6301
-36.8199 100.0000 92.9747
-24.8742 100.0000 96.8570
-12.5360 100.0000 99.2111
0.0000 100.0000 100.0000
12.5265 100.0000 99.2123
24.8649 100.0000 96.8594
36.8110 100.0000 92.9782
48.1680 100.0000 87.6347
58.7739 100.0000 80.9051
68.4525 100.0000 72.8990
77.0511 100.0000 63.7427
84.4289 100.0000 53.5888
90.4808 100.0000 42.5821
95.1051 100.0000 30.9035
98.2271 100.0000 18.7468
99.8023 100.0000 6.2852
99.8029 100.0000 -6.2756
98.2289 100.0000 -18.7374
95.1080 100.0000 -30.8944
90.4848 100.0000 -42.5734
84.4340 100.0000 -53.5807
77.0572 100.0000 -63.7353
68.4594 100.0000 -72.8924
58.7816 100.0000 -80.8994
48.1764 100.0000 -87.6301
36.8199 100.0000 -92.9747
24.8742 100.0000 -96.8570
12.5360 100.0000 -99.2111
0.0000 -100.0000 -100.0000
-12.5265 -100.0000 -99.2123
-24.8649 -100.0000 -96.8594
-36.8110 -100.0000 -92.9782
-48.1680 -100.0000 -87.6347
-58.7739 -100.0000 -80.9051
-68.4525 -100.0000 -72.8990
-77.0511 -100.0000 -63.7427
-84.4289 -100.0000 -53.5888
-90.4807 -100.0000 -42.5821
-95.1051 -100.0000 -30.9035
-98.2271 -100.0000 -18.7468
-99.8023 -100.0000 -6.2852
-99.8029 -100.0000 6.2756
-98.2289 -100.0000 18.7374
-95.1080 -100.0000 30.8944
-90.4848 -100.0000 42.5734
-84.4340 -100.0000 53.5807
-77.0572 -100.0000 63.7353
-68.4595 -100.0000 72.8924
-58.7816 -100.0000 80.8995
-48.1764 -100.0000 87.6301
-36.8199 -100.0000 92.9747
-24.8742 -100.0000 96.8570
-12.5360 -100.0000 99.2111
0.0000 -100.0000 100.0000
12.5265 -100.0000 99.2123
24.8649 -100.0000 96.8594
36.8110 -100.0000 92.9782
48.1680 -100.0000 87.6347
58.7739 -100.0000 80.9051
68.4525 -100.0000 72.8990
77.0511 -100.0000 63.7427
84.4289 -100.0000 53.5888
90.4808 -100.0000 42.5821
95.1051 -100.0000 30.9035
98.2271 -100.0000 18.7468
99.8023 -100.0000 6.2852
99.8029 -100.0000 -6.2756
98.2289 -100.0000 -18.7374
95.1080 -100.0000 -30.8944
90.4848 -100.0000 -42.5734
84.4340 -100.0000 -53.5807
77.0572 -100.0000 -63.7353
68.4594 -100.0000 -72.8924
58.7816 -100.0000 -80.8994
48.1764 -100.0000 -87.6301
36.8199 -100.0000 -92.9747
24.8742 -100.0000 -96.8570
12.5360 -100.0000 -99.2111
